,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Gene symbol
ENSG00000147604,5752.024575,1.0638573,0.309745719,3.434615025,0.000593396,0.001994581,RPL7
ENSG00000167985,147.7847567,0.864362273,0.25165913,3.43465494,0.000593309,0.001994581,SDHAF2
ENSG00000126947,88.45804642,1.03226492,0.300560549,3.434465783,0.000593723,0.001995297,ARMCX1
ENSG00000001460,83.10857618,1.573450313,0.458197609,3.433999394,0.000594746,0.001998136,STPG1
ENSG00000127399,6.867165956,-6.011273964,1.750528658,-3.433976323,0.000594796,0.001998136,LRRC61
ENSG00000164404,8.064087034,-6.21760205,1.810716442,-3.433780081,0.000595227,0.0019992,GDF9
ENSG00000156482,3201.79555,0.992465158,0.289038737,3.433675255,0.000595457,0.001999589,RPL30
ENSG00000153914,425.563237,-0.780524896,0.227362238,-3.432957477,0.000597036,0.002004506,SREK1
ENSG00000177156,581.2859898,0.97232443,0.283240774,3.432854727,0.000597262,0.002004881,TALDO1
ENSG00000173068,72.37713073,-1.638450373,0.477330473,-3.432528331,0.000597981,0.002006911,BNC2
ENSG00000113108,462.6670285,-1.198017993,0.349029864,-3.432422601,0.000598215,0.002007309,APBB3
ENSG00000179331,63.00003425,-1.195454946,0.348408836,-3.431184351,0.000600952,0.002016108,RAB39A
ENSG00000141564,120.3118593,-1.049485105,0.305887335,-3.43095312,0.000601465,0.002017055,RPTOR
ENSG00000205746,24.72225672,-2.812546996,0.819744593,-3.431004022,0.000601352,0.002017055,-
ENSG00000221962,7.752315284,-6.14413169,1.791288408,-3.430006951,0.000603566,0.002023714,-
ENSG00000136048,49.74352869,-1.814454737,0.529060557,-3.429578549,0.000604519,0.002026523,DRAM1
ENSG00000165140,179.2845012,1.055457413,0.307808741,3.428939052,0.000605946,0.002030915,FBP1
ENSG00000184995,20.72330839,2.331910186,0.680173825,3.428403302,0.000607143,0.002034538,IFNE
ENSG00000076108,345.2132023,-0.86993106,0.253760216,-3.42816173,0.000607683,0.00203596,BAZ2A
ENSG00000130173,4.218597524,6.006012658,1.75208183,3.42792931,0.000608204,0.002036924,ANGPTL8
ENSG00000226540,8.676385486,3.581490855,1.04479002,3.427952783,0.000608151,0.002036924,-
ENSG00000089505,7.821305944,-6.191385387,1.806729127,-3.426847609,0.000610632,0.002044664,CMTM1
ENSG00000176845,60.39856161,2.480058468,0.72386326,3.42614221,0.00061222,0.00204959,METRNL
ENSG00000108651,444.9771368,-0.628870643,0.183567846,-3.425821339,0.000612943,0.00205162,UTP6
ENSG00000100365,301.366155,-0.807200305,0.235675698,-3.425046843,0.000614693,0.002057085,NCF4
ENSG00000151967,48.44750033,2.487965002,0.726421888,3.424958749,0.000614893,0.002057359,SCHIP1
ENSG00000080823,24.03164451,-2.416762267,0.705646659,-3.424890114,0.000615048,0.002057485,MOK
ENSG00000174791,8.938835089,-5.314921654,1.552098293,-3.424346047,0.000616281,0.002061215,RIN1
ENSG00000103319,7.737622582,-6.155327027,1.79755586,-3.424275799,0.00061644,0.002061355,EEF2K
ENSG00000175029,352.1206175,0.914702428,0.267142568,3.42402349,0.000617013,0.002062875,CTBP2
ENSG00000224751,6.044364276,-5.820541104,1.699957675,-3.423932954,0.000617218,0.002063169,-
ENSG00000144867,453.5387051,-0.662532751,0.193518989,-3.423605893,0.000617962,0.002065259,SRPRB
ENSG00000108786,73.79729919,1.315117579,0.384166456,3.423301433,0.000618654,0.002067179,HSD17B1
ENSG00000172159,7.847748567,-6.20325306,1.812312105,-3.422839279,0.000619707,0.002070302,FRMD3
ENSG00000240230,129.2813644,0.969849293,0.283378504,3.42245188,0.000620591,0.002072859,COX19
ENSG00000258366,43.2674579,-1.806561136,0.527957329,-3.421793841,0.000622095,0.002077485,RTEL1
ENSG00000127561,6.708401252,-5.965566934,1.743777698,-3.421059314,0.000623777,0.002082486,SYNGR3
ENSG00000138772,13.25426575,-4.838539269,1.41437042,-3.42098449,0.000623949,0.002082486,ANXA3
ENSG00000233822,84.7548081,-2.17278553,0.6351272,-3.421024213,0.000623858,0.002082486,H2BC15
ENSG00000156990,209.4776037,0.806406498,0.235804248,3.419813281,0.000626641,0.002091074,RPUSD3
ENSG00000130653,6.44093324,-5.902061754,1.727400197,-3.416730972,0.000633779,0.002114488,PNPLA7
ENSG00000198680,7.357403557,-6.097826679,1.784918041,-3.41630626,0.000634768,0.002117385,TUSC1
ENSG00000113845,244.3902195,-0.779323879,0.22818522,-3.415312701,0.000637088,0.00212472,TIMMDC1
ENSG00000259165,6.669115637,-5.959086637,1.744877206,-3.415189685,0.000637376,0.002125275,-
ENSG00000077782,35.46438955,-2.476505547,0.725184765,-3.414999414,0.000637821,0.00212595,FGFR1
ENSG00000166532,210.2515823,0.987373656,0.289128426,3.415000279,0.000637819,0.00212595,RIMKLB
ENSG00000284981,130.8305673,-1.627946235,0.476718209,-3.414902565,0.000638048,0.002126301,UPK3BL2
ENSG00000094916,430.8135029,-1.203167998,0.352402602,-3.414185905,0.000639729,0.002131497,CBX5
ENSG00000166348,87.78025955,1.353400215,0.396518278,3.413210157,0.000642024,0.002138737,USP54
ENSG00000182628,99.16427083,1.172978223,0.343694883,3.4128475,0.000642879,0.002141177,SKA2
ENSG00000132879,55.99072603,-1.513012008,0.443374032,-3.412495772,0.000643709,0.002143535,FBXO44
ENSG00000235194,204.5122554,1.43336872,0.420133694,3.411696661,0.000645599,0.002149419,PPP1R3E
ENSG00000179388,7.154331844,-5.976210778,1.751982193,-3.411113881,0.000646981,0.002153609,EGR3
ENSG00000265015,16.42598419,-2.805378653,0.822467106,-3.410931129,0.000647414,0.002154643,-
ENSG00000186827,6.049005277,-5.82118111,1.706939749,-3.410302628,0.000648908,0.002159205,TNFRSF4
ENSG00000105819,777.6977438,0.754379159,0.221249391,3.409632699,0.000650504,0.002163693,PMPCB
ENSG00000159210,155.449936,1.01720653,0.298329895,3.409670127,0.000650415,0.002163693,SNF8
ENSG00000139218,777.2219355,-0.912657227,0.267708134,-3.40915015,0.000651656,0.002167112,SCAF11
ENSG00000152127,240.0670309,0.736028802,0.215927773,3.408680552,0.000652779,0.002170433,MGAT5
ENSG00000113719,220.9319544,-1.024716661,0.300643859,-3.408407092,0.000653433,0.002172197,ERGIC1
ENSG00000108106,7.789009027,-6.031178774,1.770118889,-3.407216777,0.00065629,0.002181279,UBE2S
ENSG00000109670,132.2910019,1.54923656,0.454724654,3.406977268,0.000656866,0.00218278,FBXW7
ENSG00000167601,3101.058557,0.709049197,0.208157897,3.406304583,0.000658487,0.00218775,AXL
ENSG00000137076,943.2414878,-0.769208573,0.225827751,-3.406173815,0.000658802,0.002188227,TLN1
ENSG00000227124,71.50416604,-1.292694972,0.379518862,-3.406141569,0.00065888,0.002188227,ZNF717
ENSG00000218676,7.193798513,-6.073894042,1.783963329,-3.404719113,0.000662321,0.002199239,-
ENSG00000111906,164.4840002,-1.102483567,0.323870138,-3.404091447,0.000663845,0.002203881,HDDC2
ENSG00000142583,5788.139744,0.961271977,0.282397087,3.403972714,0.000664134,0.002204096,SLC2A5
ENSG00000232112,565.6283201,0.806546004,0.236943359,3.403961218,0.000664162,0.002204096,TMA7
ENSG00000062650,255.8128109,0.93896686,0.275903061,3.403249151,0.000665895,0.00220943,WAPL
ENSG00000244682,179.1240053,-0.836422739,0.245887089,-3.401653755,0.000669794,0.002221946,-
ENSG00000196914,148.0957106,1.029922988,0.302791749,3.401423564,0.000670359,0.002223397,ARHGEF12
ENSG00000162521,568.4449985,-0.768591053,0.225993174,-3.400948088,0.000671526,0.002226846,RBBP4
ENSG00000127884,343.902914,0.998143138,0.293670385,3.398855279,0.000676685,0.00224353,ECHS1
ENSG00000102890,6.980787819,-6.021709158,1.771918929,-3.398411214,0.000677785,0.002246749,ELMO3
ENSG00000139173,36.78713878,1.585680873,0.466680017,3.397790379,0.000679325,0.002251428,TMEM117
ENSG00000286190,12.66371946,3.377511269,0.994107475,3.397531309,0.000679968,0.002253134,LOC728392
ENSG00000153446,7.74199311,-5.461705805,1.608063921,-3.396448198,0.000682665,0.002261642,C16orf89
ENSG00000087299,163.2585934,-1.03378947,0.304385965,-3.396311222,0.000683007,0.002262061,L2HGDH
ENSG00000270558,4.813494838,5.390505672,1.58717292,3.396293879,0.00068305,0.002262061,-
ENSG00000132297,186.2041386,0.83969957,0.24729153,3.395585648,0.000684819,0.002267493,HHLA1
ENSG00000173786,369.9897993,0.632406118,0.186266505,3.395168219,0.000685864,0.002270524,CNP
ENSG00000011677,6.482875744,-5.93492302,1.748187758,-3.39490023,0.000686536,0.002272318,GABRA3
ENSG00000013573,288.9432929,-0.864838722,0.254847467,-3.393554316,0.000689919,0.002283082,DDX11
ENSG00000213906,12.08722709,-3.754065905,1.106740846,-3.392000863,0.000693842,0.002295632,LTB4R2
ENSG00000126456,223.9642735,0.903900998,0.266496865,3.391788482,0.00069438,0.002296978,IRF3
ENSG00000165118,121.749196,0.892184891,0.263055568,3.391621386,0.000694804,0.002297945,C9orf64
ENSG00000124701,6.146351069,-5.847742519,1.724406973,-3.391161491,0.000695971,0.00230137,APOBEC2
ENSG00000104783,153.8576226,0.836703901,0.246742841,3.390995646,0.000696392,0.002301893,KCNN4
ENSG00000141505,7.91327999,-6.210162153,1.831356238,-3.391018102,0.000696335,0.002301893,ASGR1
ENSG00000110651,908.801482,0.649997512,0.191699069,3.390718145,0.000697098,0.00230379,CD81
ENSG00000157833,10.62609713,-4.176199766,1.232170107,-3.389304561,0.000700701,0.002315263,GAREM2
ENSG00000197646,94.41633813,1.265716603,0.373458579,3.389175328,0.000701032,0.002315918,PDCD1LG2
ENSG00000205593,108.8864361,1.410877817,0.41640696,3.388218622,0.000703482,0.002323573,DENND6B
ENSG00000100314,6.361820717,-5.888963195,1.738372345,-3.387630511,0.000704992,0.002328121,CABP7
ENSG00000177189,290.7691329,-1.095840837,0.323503938,-3.387411123,0.000705556,0.002329105,RPS6KA3
ENSG00000250189,6.632510181,-5.958352978,1.758947114,-3.387454308,0.000705445,0.002329105,-
ENSG00000121481,244.5898467,0.997921168,0.294671071,3.386559683,0.000707749,0.002335799,RNF2
ENSG00000166428,1608.930034,0.8850706,0.261355029,3.386468602,0.000707984,0.002335799,PLD4
ENSG00000188152,6.430061107,-5.901682106,1.742698311,-3.386519668,0.000707852,0.002335799,NUTM2G
ENSG00000053770,153.2288027,-1.087300121,0.321116319,-3.386000824,0.000709192,0.002339344,AP5M1
ENSG00000198625,1487.293331,0.546957396,0.161561802,3.385437585,0.000710649,0.002343708,MDM4
ENSG00000130340,146.919232,0.911031737,0.269163177,3.384681916,0.000712608,0.002349727,SNX9
ENSG00000141084,166.2033536,1.11236074,0.328658694,3.38454683,0.000712959,0.002350441,RANBP10
ENSG00000110237,9.841085582,-5.820128788,1.719666812,-3.384451423,0.000713206,0.002350815,ARHGEF17
ENSG00000170606,520.0005033,1.01288842,0.299312903,3.384045288,0.000714262,0.002353852,HSPA4
ENSG00000148362,549.3083453,0.908468381,0.268496092,3.383544156,0.000715567,0.002357708,PAXX
ENSG00000122591,135.7710085,1.094543184,0.323614187,3.382247218,0.000718954,0.002368423,FAM126A
ENSG00000130227,98.31197405,-1.120159717,0.33122799,-3.381838947,0.000720023,0.002371499,XPO7
ENSG00000122390,191.6867643,0.832963395,0.246339823,3.381359067,0.000721282,0.002375199,NAA60
ENSG00000135451,6.960870576,-5.973367037,1.767029812,-3.380456286,0.000723656,0.002382567,TROAP
ENSG00000164896,183.6652563,0.880374031,0.260447928,3.380230503,0.000724251,0.002384077,FASTK
ENSG00000130940,12.4696293,-4.109019473,1.215672189,-3.38003905,0.000724755,0.00238529,CASZ1
ENSG00000123983,232.0392294,-1.104811085,0.326914354,-3.379512316,0.000726146,0.002389416,ACSL3
ENSG00000172780,52.0164844,2.622743731,0.776174298,3.379065423,0.000727327,0.002392854,RAB43
ENSG00000203710,22.69819331,-3.198684343,0.946760473,-3.378557125,0.000728673,0.002396832,CR1
ENSG00000089159,342.1120848,-0.777848816,0.230365692,-3.376582726,0.000733923,0.002413647,PXN
ENSG00000048342,91.75930562,1.068906646,0.316647639,3.375697512,0.000736288,0.002420971,CC2D2A
ENSG00000104852,150.3748906,-1.37727731,0.40803307,-3.375406087,0.000737068,0.002423081,SNRNP70
ENSG00000149380,11.54271615,2.773972785,0.821833544,3.375346267,0.000737229,0.002423153,P4HA3
ENSG00000197557,5.853175474,-5.774831579,1.711612905,-3.37391215,0.00074108,0.002435355,TTC30A
ENSG00000075275,8.35393918,-6.194865978,1.836586268,-3.37303294,0.000743451,0.002442686,CELSR1
ENSG00000019485,7.125134195,-6.013096701,1.783009504,-3.372442316,0.000745047,0.002447472,PRDM11
ENSG00000184678,668.3275817,-1.628259189,0.482900484,-3.371831761,0.0007467,0.002452444,H2BC21
ENSG00000171365,180.5628691,1.275644971,0.378330834,3.371771099,0.000746865,0.002452524,CLCN5
ENSG00000244694,61.50098784,1.162377861,0.344811193,3.371056061,0.000748806,0.002458438,PTCHD4
ENSG00000103642,61.83434636,-1.285535945,0.381358221,-3.37094069,0.00074912,0.002458755,LACTB
ENSG00000119421,125.7844245,-1.171505278,0.347533813,-3.370910211,0.000749203,0.002458755,NDUFA8
ENSG00000165434,110.7834834,1.349998929,0.400490284,3.370865616,0.000749324,0.002458755,PGM2L1
ENSG00000167257,73.83393643,1.123619292,0.333354171,3.370647165,0.000749918,0.002460244,RNF214
ENSG00000254198,6.176573247,-5.846311387,1.734674376,-3.370264453,0.000750961,0.002463202,-
ENSG00000137815,159.7744955,1.426862452,0.423388519,3.370101898,0.000751404,0.002464194,RTF1
ENSG00000130714,350.4237255,1.090572134,0.323678394,3.369307791,0.000753572,0.002470405,POMT1
ENSG00000144485,6.153943907,-5.848426421,1.735796117,-3.369304933,0.00075358,0.002470405,HES6
ENSG00000243033,11.92979228,-2.999248691,0.890271702,-3.368913877,0.00075465,0.00247345,-
ENSG00000242602,5.991498899,-5.810163434,1.724922243,-3.36836252,0.000756161,0.002477938,-
ENSG00000115648,13.05504596,4.017782489,1.192821544,3.368301409,0.000756329,0.002478024,MLPH
ENSG00000136870,46.60852457,1.382888334,0.41064116,3.367632058,0.000758167,0.002483582,ZNF189
ENSG00000143190,104.0883426,-1.018005238,0.302397179,-3.366450836,0.000761422,0.00249369,POU2F1
ENSG00000167280,376.4880763,1.287787151,0.382540334,3.366408814,0.000761538,0.00249369,ENGASE
ENSG00000172943,270.4862791,0.744097339,0.221084118,3.365675222,0.000763566,0.002499863,PHF8
ENSG00000074696,335.6685937,0.677137508,0.201198194,3.365524775,0.000763982,0.002500759,HACD3
ENSG00000105518,216.6687763,0.93339048,0.277366741,3.365185297,0.000764923,0.00250337,TMEM205
ENSG00000180822,176.2149967,0.845021464,0.251114918,3.365078704,0.000765218,0.00250387,PSMG4
ENSG00000213585,1202.11302,-1.20808232,0.359011775,-3.365021445,0.000765377,0.002503921,VDAC1
ENSG00000213930,459.6017018,0.614931349,0.182768198,3.364542395,0.000766707,0.002507804,GALT
ENSG00000064490,130.88686,1.403251421,0.417084404,3.364430331,0.000767018,0.002508354,RFXANK
ENSG00000175906,19.41365094,2.484852127,0.738627662,3.364147128,0.000767806,0.00251046,ARL4D
ENSG00000130487,5.868140581,-5.777411864,1.717525147,-3.36380045,0.000768771,0.002513147,KLHDC7B
ENSG00000104760,6.044917116,-5.814160771,1.729284453,-3.362177207,0.000773305,0.002527496,FGL1
ENSG00000229894,5.967166263,-5.797477755,1.724535905,-3.36176112,0.000774471,0.002530835,-
ENSG00000158793,111.3394981,1.062949047,0.316194685,3.361691695,0.000774666,0.002530998,NIT1
ENSG00000158792,12.85267814,-4.897839841,1.457199576,-3.361131804,0.000776238,0.002535662,SPATA2L
ENSG00000077232,850.160224,0.678441398,0.201872828,3.360736575,0.000777349,0.002538819,DNAJC10
ENSG00000123836,218.6401479,-1.062806922,0.316252906,-3.360623419,0.000777668,0.002539385,PFKFB2
ENSG00000122574,19.44866734,-6.107388458,1.817394962,-3.360517986,0.000777965,0.002539881,WIPF3
ENSG00000243646,464.4575513,-0.647484605,0.192697629,-3.360106749,0.000779124,0.002542967,IL10RB
ENSG00000287725,20.45022876,-3.053776395,0.908840508,-3.360079538,0.0007792,0.002542967,-
ENSG00000253328,4.065444698,5.952777393,1.771998651,3.359357746,0.000781239,0.002549144,-
ENSG00000204650,83.68968472,1.239023936,0.368885908,3.358826967,0.000782741,0.002553569,-
ENSG00000136720,231.1852552,1.451127933,0.432061335,3.358615581,0.00078334,0.002555047,HS6ST1
ENSG00000003147,51.20533748,-1.38590356,0.412685541,-3.358255676,0.00078436,0.002557423,ICA1
ENSG00000237799,6.471447806,4.441718787,1.32261268,3.358291399,0.000784259,0.002557423,-
ENSG00000216331,6.448055841,-5.911856221,1.760469819,-3.358112793,0.000784766,0.002558269,-
ENSG00000148288,322.4562719,-1.040036628,0.309830366,-3.356793723,0.000788519,0.002570026,GBGT1
ENSG00000143199,7.516005536,-6.097217882,1.816590698,-3.356407081,0.000789622,0.002573144,ADCY10
ENSG00000198064,63.57866772,-1.529346226,0.455694441,-3.356078303,0.000790562,0.002575725,NPIPB13
ENSG00000104332,7.116211164,3.727629851,1.11083144,3.355711512,0.000791611,0.002578664,SFRP1
ENSG00000141568,141.1140226,-0.93932195,0.279960519,-3.355194343,0.000793092,0.002583009,FOXK2
ENSG00000153208,800.618409,-0.738852893,0.220247793,-3.354643801,0.000794672,0.002587673,MERTK
ENSG00000130294,18.27063043,-2.969044526,0.885132446,-3.354350573,0.000795515,0.002589936,KIF1A
ENSG00000136144,375.7788185,-1.028690284,0.306696164,-3.354102222,0.000796229,0.002591298,RCBTB1
ENSG00000259151,6.178230955,-5.846714351,1.743147872,-3.354112664,0.000796199,0.002591298,-
ENSG00000242571,11.10855853,3.017692004,0.899809428,3.353701249,0.000797384,0.002594573,-
ENSG00000183935,16.15467268,2.080770943,0.620453586,3.353628684,0.000797593,0.002594771,-
ENSG00000105723,24.84932314,2.080904301,0.620548851,3.353328747,0.000798458,0.002597102,GSK3A
ENSG00000104164,1935.389889,-0.498777275,0.148786672,-3.352298082,0.000801437,0.002606307,BLOC1S6
ENSG00000139974,72.70994968,-1.333353,0.397827413,-3.351586531,0.000803499,0.002612529,SLC38A6
ENSG00000103066,794.3538227,1.015155833,0.302908577,3.351360473,0.000804156,0.002614177,PLA2G15
ENSG00000115607,6.404444741,-5.856240577,1.747503572,-3.35120378,0.000804611,0.002615171,IL18RAP
ENSG00000116685,61.66248237,-1.376615274,0.410828642,-3.350825944,0.000805709,0.002617285,KIAA2013
ENSG00000137817,259.43878,0.7508335,0.224070508,3.350880521,0.000805551,0.002617285,PARP6
ENSG00000256294,46.43237892,-1.848973316,0.551789772,-3.350865511,0.000805594,0.002617285,ZNF225
ENSG00000091879,45.86858677,1.510896471,0.450960975,3.350392951,0.00080697,0.002620893,ANGPT2
ENSG00000112081,1785.176768,-1.127175247,0.336548012,-3.349225688,0.000810378,0.002631473,SRSF3
ENSG00000134508,99.85351995,1.510176607,0.450916018,3.349130545,0.000810656,0.002631888,CABLES1
ENSG00000120049,6.088617725,-5.828807255,1.740543691,-3.348842827,0.000811498,0.002634134,KCNIP2
ENSG00000123146,56.71411913,-1.381153875,0.412446073,-3.348689602,0.000811947,0.002635103,ADGRE5
ENSG00000187079,8.349852106,-6.235178043,1.862039326,-3.348574843,0.000812283,0.002635706,TEAD1
ENSG00000178104,244.0627631,0.780851789,0.233213831,3.348222471,0.000813317,0.002638571,PDE4DIP
ENSG00000269737,10.17825483,-3.252280326,0.971401413,-3.348029232,0.000813884,0.002639922,-
ENSG00000086730,2865.833593,-0.485106045,0.144899727,-3.347874115,0.00081434,0.002640911,LAT2
ENSG00000259529,33.85217686,-2.947335352,0.880628185,-3.346855577,0.000817338,0.002650142,-
ENSG00000086589,215.1184294,-1.011779431,0.302323427,-3.346678884,0.000817859,0.002651341,RBM22
ENSG00000138131,6.454173469,-5.919069109,1.768856312,-3.346269038,0.000819069,0.002654772,LOXL4
ENSG00000177096,20.09910431,-2.960138643,0.884647561,-3.346121974,0.000819503,0.002655688,PHETA2
ENSG00000152147,120.6673133,-0.95741713,0.286201177,-3.345259227,0.000822057,0.002663471,GEMIN6
ENSG00000189337,6.396005854,-5.913229794,1.768106917,-3.344384742,0.000824653,0.002671387,KAZN
ENSG00000136247,184.152324,0.901926179,0.269851439,3.342306353,0.000830853,0.002689979,ZDHHC4
ENSG00000240729,12.64962311,-3.148151976,0.941903067,-3.342331166,0.000830779,0.002689979,-
ENSG00000249141,7.16970373,-6.06098016,1.813368165,-3.342388092,0.000830608,0.002689979,-
ENSG00000231588,6.178071483,-5.846871913,1.749529037,-3.341969061,0.000831863,0.002692752,-
ENSG00000121864,59.15063012,-1.373121798,0.410941336,-3.341405882,0.000833553,0.002697223,ZNF639
ENSG00000188157,10.78920335,-4.304124284,1.288115359,-3.341412129,0.000833534,0.002697223,AGRN
ENSG00000182986,94.04045527,-1.225282358,0.366754471,-3.340879131,0.000835136,0.002701846,ZNF320
ENSG00000233426,134.0156584,1.29419407,0.387422699,3.340522054,0.00083621,0.002704823,-
ENSG00000117697,307.1209826,-0.751108422,0.224905158,-3.339667384,0.000838788,0.002712659,NSL1
ENSG00000205544,104.0693814,1.677254749,0.50227789,3.339296396,0.000839909,0.002715783,TMEM256
ENSG00000110047,107.5689337,-1.04867459,0.314085613,-3.338817661,0.000841358,0.002719965,EHD1
ENSG00000057608,1456.782987,-0.823596678,0.246697412,-3.338489334,0.000842353,0.002722269,GDI2
ENSG00000100628,23.65601506,1.941076312,0.581425195,3.338479873,0.000842381,0.002722269,ASB2
ENSG00000261609,6.499293496,-5.891935365,1.765040354,-3.338130685,0.000843441,0.00272519,GAN
ENSG00000184432,421.3656368,-0.824763669,0.247081589,-3.338021549,0.000843772,0.002725757,COPB2
ENSG00000196628,871.7647898,0.645596707,0.193534062,3.335829876,0.000850452,0.002746323,TCF4
ENSG00000270231,255.9791296,0.721381889,0.216250202,3.335866885,0.000850339,0.002746323,NBPF8
ENSG00000248498,5.480354331,4.907063334,1.47137018,3.335029758,0.000852903,0.002753729,-
ENSG00000070610,311.0523441,-0.663611225,0.199005655,-3.334635019,0.000854114,0.002757132,GBA2
ENSG00000240445,6.255229611,-5.868832469,1.760194278,-3.334195858,0.000855464,0.00276098,-
ENSG00000142875,287.9327016,-0.829035098,0.248661835,-3.333986081,0.000856109,0.002762554,PRKACB
ENSG00000015133,15.18590353,3.68129997,1.104228092,3.333822058,0.000856614,0.002763674,CCDC88C
ENSG00000119285,148.8559162,1.241377853,0.372565749,3.331969877,0.000862336,0.002781259,HEATR1
ENSG00000198887,232.3638695,-1.380118082,0.414206723,-3.331954809,0.000862383,0.002781259,SMC5
ENSG00000157693,128.3031802,-1.0590591,0.317858166,-3.331860602,0.000862675,0.002781689,TMEM268
ENSG00000143153,120.5852204,1.267103522,0.380346955,3.331441214,0.000863975,0.00278537,ATP1B1
ENSG00000171703,27.47628579,-1.89642182,0.569282193,-3.331250903,0.000864566,0.002786762,TCEA2
ENSG00000168874,15.60244938,-3.392205057,1.018486893,-3.330632019,0.000866491,0.002792451,ATOH8
ENSG00000078804,5.67077477,-5.729516411,1.720372663,-3.330392614,0.000867236,0.002794339,TP53INP2
ENSG00000155090,175.9056208,-1.421767574,0.426940781,-3.330128292,0.00086806,0.002796478,KLF10
ENSG00000042753,218.7451254,1.163630515,0.349440477,3.329982049,0.000868516,0.002797433,AP2S1
ENSG00000169193,46.85154924,-1.437367615,0.43168337,-3.329680302,0.000869458,0.002799951,CCDC126
ENSG00000284727,106.6750121,-0.952013469,0.285988417,-3.328853245,0.000872043,0.002807762,-
ENSG00000140391,1313.804898,0.67279464,0.202142072,3.328325625,0.000873697,0.002812568,TSPAN3
ENSG00000143772,181.6908127,0.928658967,0.279037375,3.328080937,0.000874465,0.002814522,ITPKB
ENSG00000172575,6.39384594,-5.866564664,1.762973503,-3.32765334,0.000875808,0.002818327,RASGRP1
ENSG00000100196,7.092471785,-6.034837032,1.813952989,-3.326898253,0.000878184,0.002825362,KDELR3
ENSG00000270323,8.826683495,3.84767473,1.156549719,3.326856309,0.000878317,0.002825362,-
ENSG00000235944,6.184163297,-5.8387252,1.756050532,-3.324918671,0.000884443,0.002844548,-
ENSG00000154330,77.59176477,1.161608432,0.349411379,3.324472248,0.00088586,0.002848582,PGM5
ENSG00000143157,235.5962266,-0.754547816,0.226978501,-3.324314036,0.000886363,0.002849676,POGK
ENSG00000164116,30.01595604,-2.115801883,0.636544065,-3.323889104,0.000887715,0.002853497,GUCY1A1
ENSG00000136197,6.744654395,-5.996354546,1.804261801,-3.323439283,0.000889148,0.002857579,C7orf25
ENSG00000117625,194.1331187,-1.42162163,0.427842996,-3.322764758,0.0008913,0.002863971,RCOR3
ENSG00000104205,118.256915,0.890457124,0.26806165,3.321837057,0.000894269,0.002871036,C8orf44-SGK3; SGK3
ENSG00000108590,25.72004006,-1.995193925,0.600632492,-3.321821499,0.000894319,0.002871036,MED31
ENSG00000145741,1469.464768,0.897281112,0.270116876,3.321825449,0.000894306,0.002871036,BTF3
ENSG00000157551,45.59991577,-1.471969175,0.443103407,-3.321954093,0.000893894,0.002871036,KCNJ15
ENSG00000197245,25.64279666,1.718046221,0.517169782,3.322015867,0.000893696,0.002871036,FAM110D
ENSG00000230225,5.763645756,-5.748326673,1.73100021,-3.320812233,0.000897559,0.002880909,-
ENSG00000146223,400.6949988,-0.986070789,0.296941612,-3.320756508,0.000897738,0.002880956,RPL7L1
ENSG00000087237,11.36644215,-3.690921351,1.111621133,-3.320305131,0.000899191,0.00288509,CETP
ENSG00000085840,6.626939343,-5.946315935,1.790962901,-3.320178173,0.0008996,0.002885874,ORC1
ENSG00000105229,71.80687724,1.307209831,0.393860191,3.318969172,0.000903504,0.002897866,PIAS4
ENSG00000242829,5.901135607,-5.784528302,1.743665276,-3.317453403,0.000908421,0.002913102,-
ENSG00000105671,139.6443297,0.937618116,0.282642463,3.317329271,0.000908824,0.00291333,DDX49
ENSG00000167487,112.6407184,1.53171038,0.461729341,3.317333866,0.000908809,0.00291333,KLHL26
ENSG00000225871,10.60093791,2.685588311,0.809732777,3.316635299,0.000911085,0.00292004,-
ENSG00000080947,121.644965,1.128405026,0.340364967,3.315279583,0.000915515,0.002933703,-
ENSG00000085982,223.2526531,0.73829649,0.222717176,3.314950847,0.000916592,0.002936206,USP40
ENSG00000108064,41.47070452,-2.20243437,0.664396666,-3.314938924,0.000916631,0.002936206,TFAM
ENSG00000014164,89.75111105,1.008489936,0.304333776,3.313762765,0.000920496,0.002948045,ZC3H3
ENSG00000118849,8.171731067,-6.158662851,1.858698232,-3.313428046,0.000921598,0.002951036,RARRES1
ENSG00000124942,227.7313257,-1.558740734,0.470476367,-3.313111653,0.000922641,0.002953836,AHNAK
ENSG00000173145,189.8355293,0.811781222,0.24505186,3.312691532,0.000924028,0.002957735,NOC3L
ENSG00000182979,26.41209036,-2.02637607,0.611798106,-3.312164668,0.00092577,0.00296277,MTA1
ENSG00000118965,30.49700305,-1.610797481,0.48633842,-3.312091778,0.000926012,0.002963,WDR35
ENSG00000269858,255.5386342,0.904346426,0.273140952,3.310914814,0.000929915,0.002974947,EGLN2
ENSG00000204520,19.3213698,-3.521765991,1.06381964,-3.310491609,0.000931322,0.002978905,MICA
ENSG00000196155,6.077345771,-5.842239619,1.764874784,-3.31028562,0.000932008,0.002980009,PLEKHG4
ENSG00000196584,64.01965765,1.193464504,0.36053171,3.310289969,0.000931994,0.002980009,XRCC2
ENSG00000143811,122.0793675,-1.249698235,0.37756373,-3.309900118,0.000933293,0.002983572,PYCR2
ENSG00000121931,96.73991537,0.964390633,0.291426844,3.309203155,0.000935619,0.002990463,LRIF1
