,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Gene symbol
ENSG00000205213,6.123009585,-5.810751255,1.756049653,-3.308990293,0.000936331,0.002992191,LGR4
ENSG00000126005,133.9561093,0.935292792,0.282680033,3.308662379,0.000937428,0.002995151,MMP24OS
ENSG00000241360,71.76888272,2.181354994,0.659385899,3.308161425,0.000939107,0.002999931,PDXP
ENSG00000255836,5.66145776,-5.727322878,1.731295691,-3.308113633,0.000939267,0.002999931,-
ENSG00000117481,279.100191,0.832620267,0.251707454,3.307888796,0.000940021,0.003001793,NSUN4
ENSG00000119812,161.5130206,1.414396121,0.427594903,3.307794625,0.000940337,0.003002255,FAM98A
ENSG00000258539,5.520871131,-5.689332348,1.720340744,-3.307096207,0.000942685,0.003009202,-
ENSG00000171262,40.63940662,-1.398213089,0.422904734,-3.306212902,0.000945662,0.003018155,FAM98B
ENSG00000176834,32.71705513,-2.551143614,0.771706627,-3.305846453,0.0009469,0.003021554,VSIG10
ENSG00000269576,4.110542812,5.967912422,1.805636239,3.305157646,0.00094923,0.003028438,-
ENSG00000162894,18.31344043,2.821103949,0.853677498,3.304648367,0.000950956,0.003032883,FCMR
ENSG00000181036,5.784839969,-5.774370111,1.747349882,-3.304644463,0.00095097,0.003032883,FCRL6
ENSG00000125247,35.88555549,-1.725860875,0.522419369,-3.303592815,0.000954544,0.003043727,TMTC4
ENSG00000149179,89.11955038,-1.044003235,0.316053032,-3.303253345,0.0009557,0.00304575,C11orf49
ENSG00000186834,213.5497382,0.771898301,0.233676697,3.303274608,0.000955628,0.00304575,HEXIM1
ENSG00000224051,6.738598726,-5.97269897,1.808115534,-3.303272859,0.000955634,0.00304575,CPTP
ENSG00000125354,357.277594,-0.888472282,0.269019563,-3.302630746,0.000957824,0.003051964,SEPTIN6
ENSG00000196172,31.73153706,-1.897144171,0.574464588,-3.30245625,0.00095842,0.003053308,ZNF681
ENSG00000134278,58.32857625,1.619145131,0.490294442,3.302393406,0.000958635,0.003053317,SPIRE1
ENSG00000177576,243.4669511,-0.751708484,0.227628117,-3.302353394,0.000958772,0.003053317,C18orf32
ENSG00000167671,90.11250309,0.948417043,0.287204679,3.302233959,0.00095918,0.003054062,UBXN6
ENSG00000255423,58.80737056,1.203590111,0.364499306,3.302036771,0.000959855,0.003055654,EBLN2
ENSG00000001630,124.2298764,-4.217781587,1.277355825,-3.301962935,0.000960108,0.003055903,CYP51A1
ENSG00000265293,6.409280233,-5.898968048,1.786791616,-3.301430337,0.000961932,0.003061154,-
ENSG00000171388,21.87518002,3.50810158,1.063020154,3.300127064,0.000966411,0.003074847,APLN
ENSG00000182158,421.4756577,1.04630085,0.317078907,3.299812213,0.000967495,0.003077739,CREB3L2
ENSG00000131943,89.94774591,1.030622029,0.312449711,3.298521308,0.000971955,0.003091364,C19orf12
ENSG00000186577,172.2472004,0.906243939,0.274779619,3.298075531,0.000973499,0.003095714,SMIM29
ENSG00000229048,6.153018301,-5.842102758,1.771469928,-3.297884241,0.000974163,0.003097261,-
ENSG00000196781,7.356453229,-6.098648796,1.849664671,-3.297164558,0.000976663,0.003104645,TLE1
ENSG00000099795,99.63464862,-0.985270452,0.298842256,-3.29695829,0.00097738,0.003106362,NDUFB7
ENSG00000163166,335.2119352,0.688718603,0.208917376,3.296607565,0.000978601,0.003109679,IWS1
ENSG00000100593,11.98686478,-5.057029767,1.534135122,-3.296339218,0.000979537,0.003112086,ISM2
ENSG00000214428,5.981959165,-5.800888036,1.759844148,-3.296251002,0.000979844,0.003112499,-
ENSG00000111639,212.4190221,0.822706234,0.249655599,3.295364646,0.00098294,0.003121767,MRPL51
ENSG00000167106,58.86169944,2.039504053,0.618966789,3.295013706,0.000984169,0.003125102,FAM102A
ENSG00000171444,21.00645226,-2.005845133,0.608780421,-3.294858151,0.000984714,0.003126265,MCC
ENSG00000225766,6.624622126,3.789941448,1.150628019,3.293802502,0.000988419,0.00313746,DHRS4L1
ENSG00000169696,103.3086368,0.950835782,0.288820323,3.292135997,0.000994295,0.00315554,ASPSCR1
ENSG00000120725,175.3091412,0.832884421,0.253073234,3.291080636,0.000998033,0.003166829,SIL1
ENSG00000001036,499.1312807,0.763862778,0.232155762,3.290302898,0.001000796,0.00317502,FUCA2
ENSG00000163138,61.54015384,1.518191216,0.461424147,3.290229231,0.001001058,0.003175276,PACRGL
ENSG00000130703,270.5842869,0.771144762,0.234404468,3.28980402,0.001002572,0.003179502,OSBPL2
ENSG00000120733,253.8878913,0.97739244,0.297120788,3.289545805,0.001003492,0.003181844,KDM3B
ENSG00000163521,42.31805481,-1.819377106,0.553107085,-3.289375884,0.001004098,0.00318319,GLB1L
ENSG00000153339,172.6948874,-1.466286977,0.445832637,-3.288873121,0.001005894,0.003188304,TRAPPC8
ENSG00000167674,44.05869141,2.224390918,0.676389717,3.288623203,0.001006787,0.003190558,HDGFL2
ENSG00000179133,10.26032226,2.770992949,0.842714413,3.288175574,0.001008389,0.003195058,C10orf67
ENSG00000121390,189.3454379,0.820949241,0.249703963,3.287690079,0.00101013,0.003199414,PSPC1
ENSG00000166313,89.80041579,0.961983426,0.292599361,3.287715407,0.001010039,0.003199414,APBB1
ENSG00000231169,20.37770348,2.243552418,0.682704627,3.286270999,0.001015233,0.003214996,-
ENSG00000221886,74.29777385,2.130219729,0.64839904,3.285352996,0.001018547,0.003224907,ZBED8
ENSG00000178952,922.9057215,0.705627305,0.214854767,3.28420596,0.001022702,0.003237476,TUFM
ENSG00000126070,497.7101399,-0.677914682,0.206439366,-3.283844039,0.001024016,0.003241051,AGO3
ENSG00000006712,177.6152373,0.802913019,0.244556919,3.283133515,0.0010266,0.003248644,PAF1
ENSG00000237550,62.36896032,-1.418207584,0.432035552,-3.282617777,0.00102848,0.003254004,-
ENSG00000112242,126.4915628,-1.460470992,0.444952865,-3.282304955,0.001029622,0.003257028,E2F3
ENSG00000131374,311.369865,-1.035321509,0.315450471,-3.282041409,0.001030585,0.003258308,TBC1D5
ENSG00000134183,5.610346727,-5.716658923,1.741788786,-3.282062079,0.001030509,0.003258308,GNAT2
ENSG00000188070,5.611400038,-5.716887884,1.741862183,-3.282055229,0.001030534,0.003258308,C11orf95
ENSG00000186318,28.9430867,-2.357553452,0.718423035,-3.281567179,0.001032319,0.003263203,BACE1
ENSG00000071082,5369.17604,0.959744919,0.292525398,3.280894326,0.001034785,0.003270406,RPL31
ENSG00000169379,80.37217863,1.851908127,0.56446173,3.280839122,0.001034988,0.003270456,ARL13B
ENSG00000177732,20.55263563,1.934693383,0.589720311,3.28069654,0.001035511,0.003271252,SOX12
ENSG00000198003,5.445055676,-5.67271715,1.729134412,-3.280668703,0.001035613,0.003271252,CCDC151
ENSG00000163281,105.1323736,1.059837781,0.32309702,3.280246231,0.001037165,0.003275564,GNPDA2
ENSG00000108557,32.81600548,-4.002674721,1.220298453,-3.280078501,0.001037782,0.003276921,RAI1
ENSG00000125952,696.4407599,0.808282722,0.24643056,3.279961382,0.001038213,0.00327769,MAX
ENSG00000066405,5.768215426,-5.748643042,1.752906011,-3.279493027,0.001039938,0.003282476,CLDN18
ENSG00000164604,34.91696811,1.509661369,0.46034008,3.279448033,0.001040104,0.003282476,GPR85
ENSG00000174276,30.6432083,1.848620717,0.563756255,3.279113448,0.001041338,0.003285778,ZNHIT2
ENSG00000205277,5.508534598,-5.686777018,1.734418179,-3.278780796,0.001042566,0.00328906,MUC12
ENSG00000273897,6.043645081,-5.82025598,1.775661085,-3.277796664,0.001046207,0.003299954,-
ENSG00000244045,131.4389564,-1.130731985,0.345086351,-3.276663886,0.001050413,0.003312624,TMEM199
ENSG00000110200,79.77784765,1.238094032,0.377898896,3.276257336,0.001051927,0.003316799,ANAPC15
ENSG00000196363,125.5326349,0.906597506,0.276732623,3.276077448,0.001052597,0.003318315,WDR5
ENSG00000162458,166.5673788,0.763052915,0.23293605,3.275804305,0.001053615,0.003320927,FBLIM1
ENSG00000223731,5.758150931,-5.755081559,1.757593478,-3.274409942,0.001058829,0.003336759,-
ENSG00000128731,221.5813275,0.901178973,0.275229992,3.274276058,0.001059331,0.003337139,HERC2
ENSG00000158710,294.522852,-1.37167822,0.418923469,-3.274293093,0.001059267,0.003337139,TAGLN2
ENSG00000242085,5.502567738,-5.685381176,1.737267558,-3.272599635,0.001065633,0.00335639,-
ENSG00000135842,479.0997985,-1.253687469,0.383096393,-3.272511804,0.001065964,0.003356829,NIBAN1
ENSG00000204851,5.514372758,-5.687870368,1.738478278,-3.271752337,0.001068832,0.003365253,PNMA8B
ENSG00000233646,5.617705384,-5.70984545,1.745475462,-3.271226421,0.001070821,0.003370912,-
ENSG00000112297,34.34115939,-1.604613092,0.490538548,-3.271125373,0.001071204,0.00337151,CRYBG1
ENSG00000112306,4005.2607,1.03444935,0.316262486,3.270856953,0.001072221,0.003374105,RPS12
ENSG00000266338,141.1788675,-1.001760902,0.306281181,-3.270722997,0.001072729,0.003375097,NBPF15
ENSG00000214063,39.72203821,1.861522434,0.569245006,3.270160323,0.001074865,0.003381211,TSPAN4
ENSG00000127418,11.42641083,-5.40699448,1.653625567,-3.269781616,0.001076305,0.003385132,FGFRL1
ENSG00000142192,70.35853737,-1.221741797,0.373678086,-3.269503469,0.001077364,0.003387854,APP
ENSG00000171049,57.36118367,-5.609696615,1.715816895,-3.269402831,0.001077747,0.00338845,FPR2
ENSG00000135363,92.98355728,-1.748814429,0.53499439,-3.268846295,0.001079869,0.003394512,LMO2
ENSG00000183160,1276.716999,0.997189152,0.305069722,3.268725414,0.001080331,0.003395353,TMEM119
ENSG00000164346,321.5452973,1.18300368,0.362003982,3.26793002,0.001083371,0.003404299,NSA2
ENSG00000163026,39.4986272,-2.645955724,0.809705322,-3.267800831,0.001083866,0.003405242,WDCP
ENSG00000134825,295.1866106,1.082101559,0.331219877,3.26701878,0.001086865,0.00341405,TMEM258
ENSG00000135636,21.61340127,2.865531238,0.877219664,3.266606253,0.00108845,0.003418415,DYSF
ENSG00000139908,6.160547321,-5.843566822,1.78899322,-3.266399647,0.001089244,0.003420297,TSSK4
ENSG00000152128,145.0292035,-2.135020366,0.653652785,-3.26629124,0.001089661,0.003420993,TMEM163
ENSG00000230992,6.800906097,-5.98469531,1.832374512,-3.266087401,0.001090446,0.003422843,-
ENSG00000182885,7.920960277,-6.209843786,1.901463092,-3.265823992,0.001091461,0.003425414,ADGRG3
ENSG00000122435,106.9659938,-1.048182341,0.320967631,-3.265694856,0.001091958,0.003425895,TRMT13
ENSG00000173744,162.2237692,1.656110291,0.507125281,3.265682766,0.001092005,0.003425895,AGFG1
ENSG00000160973,6.827605903,-5.989847323,1.834931293,-3.2643442,0.001097178,0.003441506,FOXH1
ENSG00000160221,259.0733277,0.663560635,0.203290881,3.264094435,0.001098146,0.003443925,GATD3A; GATD3B
ENSG00000172404,10.57862479,-3.550205989,1.087728758,-3.263870668,0.001099013,0.003446028,DNAJB7
ENSG00000139131,72.82576129,-1.619167131,0.496129441,-3.26359816,0.001100071,0.003448727,YARS2
ENSG00000256525,181.9591083,-0.766829821,0.234988581,-3.263264192,0.001101368,0.003452175,POLG2
ENSG00000213197,6.914890175,-6.019087341,1.844581009,-3.263119002,0.001101932,0.003453326,-
ENSG00000250486,6.821081692,-5.98864176,1.835296313,-3.263038081,0.001102247,0.003453694,FAM218A
ENSG00000111364,95.26781208,-1.156489208,0.354489661,-3.262406031,0.001104708,0.003460786,DDX55
ENSG00000198824,30.65435613,-1.966853606,0.602987585,-3.2618476,0.001106886,0.00346699,CHAMP1
ENSG00000138604,453.3172565,1.440555113,0.441735402,3.261126701,0.001109704,0.003475195,GLCE
ENSG00000163629,6.710731957,-5.923632671,1.816890184,-3.260314091,0.001112889,0.003484545,PTPN13
ENSG00000105679,5.699294849,-5.735222897,1.760027895,-3.258597726,0.001119643,0.003505065,GAPDHS
ENSG00000153487,81.23699991,-2.228984006,0.684361857,-3.25702548,0.001125863,0.003523908,ING1
ENSG00000164087,6.461303662,-5.92005935,1.81787321,-3.256585398,0.00112761,0.003528744,POC1A
ENSG00000236478,5.546766564,-5.694735492,1.748861533,-3.25625293,0.001128931,0.003532248,-
ENSG00000186787,40.02951797,-1.693220286,0.520048449,-3.255889503,0.001130377,0.00353614,SPIN2B
ENSG00000197275,7.60926836,-6.201500545,1.905056166,-3.255284886,0.001132787,0.003543044,RAD54B
ENSG00000271437,5.826542515,-5.769126356,1.772343329,-3.255083968,0.001133588,0.003544919,-
ENSG00000250995,33.98038983,1.751934501,0.538256476,3.254832183,0.001134594,0.003547429,-
ENSG00000228663,5.90793661,-5.792612519,1.780050425,-3.25418451,0.001137184,0.003554893,-
ENSG00000100442,212.1016175,-0.852627116,0.262047861,-3.253707598,0.001139095,0.00356023,FKBP3
ENSG00000155016,6.209532043,-5.836760439,1.794156472,-3.253205911,0.001141108,0.003565885,CYP2U1
ENSG00000088543,27.64848638,1.585550404,0.487534532,3.252180715,0.001145232,0.003578134,C3orf18
ENSG00000276291,169.608932,0.842814997,0.259201586,3.251581177,0.00114765,0.00358505,-
ENSG00000241962,7.578717215,-6.113275253,1.880160114,-3.251465238,0.001148118,0.003585872,-
ENSG00000159322,1444.753844,0.576749159,0.177392428,3.251261436,0.001148942,0.003587804,ADPGK
ENSG00000248564,6.144301484,-5.84670127,1.798508417,-3.250861222,0.00115056,0.003592218,-
ENSG00000284194,101.2750639,1.142013994,0.351336598,3.250484006,0.001152087,0.003596345,SCO2
ENSG00000101132,49.082065,1.518823702,0.46732038,3.250069474,0.001153768,0.00360095,PFDN4
ENSG00000235328,5.838863183,-5.771608643,1.776086772,-3.24962087,0.00115559,0.003605991,-
ENSG00000145198,5.967546831,4.629868921,1.424856992,3.249356915,0.001156663,0.003608696,VWA5B2
ENSG00000165886,11.01994263,-5.237361588,1.612738911,-3.247495024,0.001164257,0.003631743,UBTD1
ENSG00000283765,5.36754951,-5.647484841,1.739116195,-3.247330372,0.001164931,0.003633198,PARL
ENSG00000101190,5.398641715,-5.654321096,1.74136607,-3.247060565,0.001166036,0.003635764,TCFL5
ENSG00000141391,5.572651288,-5.677202843,1.748430479,-3.247028069,0.001166169,0.003635764,PRELID3A
ENSG00000130758,6.188336569,-5.824463912,1.793993871,-3.246646494,0.001167733,0.003639993,MAP3K10
ENSG00000223922,5.514841588,-5.687994984,1.752000954,-3.246570712,0.001168044,0.003640315,-
ENSG00000148832,23.10019418,2.123298957,0.654070458,3.246284756,0.001169218,0.003643325,PAOX
ENSG00000137098,7.600414664,-6.118776735,1.88490611,-3.246197093,0.001169578,0.003643799,SPAG8
ENSG00000266302,6.269460389,-5.877086639,1.810835339,-3.245511346,0.001172399,0.003651936,-
ENSG00000136682,556.9788897,0.723055745,0.222872527,3.244256944,0.001177575,0.003667406,CBWD2
ENSG00000128250,6.523314816,-5.931655199,1.828754404,-3.243549373,0.001180503,0.003675873,RFPL1
ENSG00000171222,124.7513694,0.901947669,0.278112691,3.243101442,0.001182361,0.003681003,SCAND1
ENSG00000068024,142.9983387,-1.045967008,0.32254548,-3.242851239,0.0011834,0.003683097,HDAC4
ENSG00000156983,28.01357161,-3.456682204,1.065943516,-3.24283806,0.001183455,0.003683097,BRPF1
ENSG00000267102,5.637988271,-5.714373383,1.762223974,-3.242705506,0.001184005,0.003683502,-
ENSG00000267648,5.610790092,-5.70865056,1.760436902,-3.242746476,0.001183835,0.003683502,-
ENSG00000103018,233.4900275,0.892583201,0.275263682,3.242647898,0.001184245,0.003683592,CYB5B
ENSG00000100528,282.9415385,-0.725666804,0.223802903,-3.242436961,0.001185122,0.003685665,CNIH1
ENSG00000142731,6.796507894,-5.920477731,1.826746622,-3.240995581,0.00119113,0.003703694,PLK4
ENSG00000164924,1489.698162,0.636157966,0.196308792,3.240598437,0.001192791,0.003708199,YWHAZ
ENSG00000286192,49.89847129,2.113779681,0.652358539,3.240211564,0.00119441,0.003712575,-
ENSG00000004975,89.2248526,-1.30178916,0.401872603,-3.239308054,0.001198201,0.003723695,DVL2
ENSG00000204072,44.0214176,2.625432555,0.810828949,3.237961049,0.001203872,0.003740657,-
ENSG00000124535,67.61893765,1.38493194,0.427839802,3.237033889,0.001207791,0.003752166,WRNIP1
ENSG00000149809,29.73386683,1.592956204,0.492172941,3.236578188,0.001209721,0.003757495,TM7SF2
ENSG00000230062,8.779042536,-6.351629527,1.962626798,-3.236290024,0.001210943,0.003760624,ANKRD66
ENSG00000172086,300.1734345,0.751722364,0.232288659,3.236156114,0.001211511,0.003761721,KRCC1
ENSG00000101247,98.19456245,1.37466201,0.424798431,3.236033635,0.001212031,0.003762669,NDUFAF5
ENSG00000168000,208.2788445,-1.451791837,0.448694592,-3.235590232,0.001213915,0.00376785,BSCL2
ENSG00000132646,231.7984103,0.839864564,0.259599376,3.235233368,0.001215433,0.003771894,PCNA
ENSG00000143546,422.019092,-4.393137299,1.358435147,-3.233969107,0.001220827,0.003787959,S100A8
ENSG00000140694,303.6016087,1.091432245,0.337572508,3.233178703,0.00122421,0.003797783,PARN
ENSG00000268903,150.4067158,0.964466011,0.298392111,3.23221015,0.001228367,0.003810004,-
ENSG00000144381,1030.421755,-0.792875441,0.245344502,-3.231682123,0.001230639,0.003816375,HSPD1
ENSG00000039560,7.238246417,-5.953024305,1.842570293,-3.23082616,0.00123433,0.003827144,RAI14
ENSG00000101189,5.432431765,-5.670255311,1.755096621,-3.230736839,0.001234716,0.003827662,MRGBP
ENSG00000140545,14.51577449,-3.104569735,0.961021212,-3.230490334,0.001235781,0.003830286,MFGE8
ENSG00000107819,178.343276,-1.077231181,0.333503981,-3.23003995,0.001237729,0.003835646,SFXN3
ENSG00000223896,6.031794913,-5.811596076,1.799603858,-3.229375204,0.00124061,0.003843894,-
ENSG00000253729,627.4128216,0.692818235,0.214608196,3.228293453,0.001245312,0.003857778,PRKDC
ENSG00000103067,7.242048181,-6.043965968,1.872593172,-3.227591587,0.001248371,0.00386657,ESRP2
ENSG00000173137,85.0215864,-1.098501288,0.340401473,-3.227075604,0.001250624,0.003872865,ADCK5
ENSG00000110852,300.8053607,-1.464654641,0.453881054,-3.226956991,0.001251143,0.003873785,CLEC2B
ENSG00000270757,83.53264176,1.140714739,0.353552187,3.226439488,0.001253407,0.003880111,HSPE1-MOB4
ENSG00000196793,5.489399013,-5.68265228,1.761343911,-3.226316136,0.001253948,0.003881098,ZNF239
ENSG00000157014,51.24912165,-1.49677642,0.464179545,-3.224563506,0.001261649,0.003904243,TATDN2
ENSG00000134313,405.6698348,-0.909777293,0.282208511,-3.223776944,0.001265119,0.00391429,KIDINS220
ENSG00000189221,6.985403103,-6.038731142,1.873336103,-3.223517197,0.001266267,0.00391715,MAOA
ENSG00000180198,106.3791832,-1.142395844,0.354423213,-3.223253455,0.001267434,0.003920066,RCC1
ENSG00000166411,236.3990073,-0.722859975,0.224290458,-3.222874396,0.001269112,0.003924564,IDH3A
ENSG00000104131,152.5990272,-1.181518928,0.366612165,-3.222803385,0.001269427,0.003924844,EIF3J
ENSG00000125970,177.8784593,-1.150152263,0.356962692,-3.22205174,0.001272761,0.00393446,RALY
ENSG00000052723,187.9332368,1.664946635,0.516816287,3.221544436,0.001275017,0.003940736,SIKE1
ENSG00000130811,673.5347969,0.658445927,0.204402125,3.221326227,0.001275988,0.003943042,EIF3G
ENSG00000122176,8.103017231,3.752596777,1.165007879,3.22109133,0.001277034,0.003945579,FMOD
ENSG00000133134,23.90673428,2.04319824,0.634445106,3.220449212,0.001279899,0.003953731,BEX2
ENSG00000226318,5.423667024,-5.668291792,1.760256459,-3.220151111,0.00128123,0.003957146,-
ENSG00000162877,9.834260945,-5.147341766,1.598748505,-3.219606931,0.001283665,0.003963966,PM20D1
ENSG00000144649,6.196137964,-5.851473971,1.817568189,-3.219397218,0.001284604,0.003966167,GASK1A
ENSG00000177105,1010.268754,0.901145541,0.279928412,3.219199985,0.001285488,0.003968196,RHOG
ENSG00000177606,267.8554635,-1.80404509,0.560447544,-3.218936559,0.001286669,0.003971143,JUN
ENSG00000105383,536.9427173,-0.7000526,0.217538059,-3.218069538,0.001290565,0.003982465,CD33
ENSG00000092295,11.47404288,-4.398544939,1.366924521,-3.217840395,0.001291597,0.003984244,TGM1
ENSG00000184381,34.44502189,1.823504859,0.566678167,3.217884444,0.001291398,0.003984244,PLA2G6
ENSG00000111886,25.34577907,-1.780264463,0.553273577,-3.217692905,0.001292261,0.003984554,GABRR2
ENSG00000214262,3.966302459,5.916347129,1.838702163,3.217675624,0.001292339,0.003984554,-
ENSG00000232186,5.731253996,-5.748989045,1.786695141,-3.217666469,0.00129238,0.003984554,-
ENSG00000228097,5.780403227,-5.759412684,1.790218193,-3.217156828,0.001294678,0.003990936,-
